Ano;LPA;P_L;VPA;P_VP;P_EBIT;P_EBITDA;P_Ativos;Ebitda;Marg_Ebitda;PSR;ROE;ROA;ROIC;EV_EBIT;EV_EBITDA;Div_Yield;Div_Payout;Beta;Valorizacao;Negocios_dia;Volume_diario;Ticker
2019;3.25;11.62;34.4;1.1;6.88;5.44;0.58;611.0;0.81;4.4;0.09;0.05;0.1;9.35;7.39;0.0106;0.39;0.53;0.62;542;7;JPSA3
2020;2.01;13.05;36.11;0.73;6.92;4.78;0.33;483.0;0.71;3.42;0.06;0.03;0.06;14.99;10.36;0.0;0.27;1.1;-0.31;1365;8;JPSA3
2021;2.42;13.6;36.57;0.9;8.64;5.98;0.41;484.0;0.7;4.21;0.07;0.03;0.06;14.89;10.31;0.0;0.13;0.98;0.32;1603;9;JPSA3
2004;0.68;46.32;7.37;4.27;18.42;0.0;3.0;0.0;0.0;2.6;0.09;0.06;0.17;53.25;0.0;0.0;0.0;0.39;-0.09;244;12;GRND3
2005;0.87;25.82;8.51;2.64;17.15;14.27;1.94;157.0;0.15;2.1;0.1;0.08;0.11;69.74;58.03;0.0454;1.17;0.27;-0.27;101;3;GRND3
2006;1.36;16.88;9.79;2.34;12.47;10.91;1.62;210.0;0.19;2.08;0.14;0.1;0.13;50.2;43.91;0.0536;0.9;0.5;0.11;77;3;GRND3
2007;1.28;16.81;11.18;1.92;11.09;10.1;1.47;213.0;0.18;1.79;0.11;0.09;0.14;47.12;42.9;0.0558;0.94;0.5;-0.01;50;3;GRND3
2008;2.43;5.23;12.59;1.01;4.9;4.56;0.78;279.0;0.21;0.95;0.19;0.15;0.16;35.45;32.96;0.08900000000000001;0.46;0.36;-0.33;36;1;GRND3
2009;0.91;10.93;4.88;2.04;19.51;16.72;1.69;178.0;0.12;2.05;0.19;0.15;0.09;59.4;50.92;0.1065;0.44;0.15;1.49;78;2;GRND3
2010;1.04;8.95;5.57;1.67;13.41;11.85;1.4;237.0;0.15;1.75;0.19;0.16;0.22;38.79;34.26;0.037599999999999995;0.33;0.35;0.0;98;1;GRND3
2011;1.02;7.53;5.99;1.28;12.3;10.7;1.13;216.0;0.15;1.56;0.17;0.15;0.17;43.37;37.71;0.0793;0.6;0.46;-0.12;243;1;GRND3
2012;1.43;11.53;6.49;2.54;13.66;12.57;2.16;395.0;0.21;2.63;0.22;0.19;0.21;23.74;21.84;0.0558;0.64;0.34;1.34;549;3;GRND3
2013;1.45;12.48;6.89;2.63;13.58;12.46;2.29;436.0;0.2;2.48;0.21;0.18;0.21;21.61;19.83;0.0542;0.68;0.32;0.15;1596;9;GRND3
2014;1.62;9.45;7.76;1.97;11.77;10.51;1.71;437.0;0.2;2.06;0.21;0.18;0.2;21.72;19.39;0.0516;0.49;0.57;-0.09;1423;6;GRND3
2015;1.8;9.38;8.7;1.94;12.63;11.14;1.66;454.0;0.21;2.3;0.21;0.18;0.17;21.33;18.82;0.051699999999999996;0.48;0.53;0.19;1347;5;GRND3
2016;2.11;8.33;9.72;1.81;13.18;15.47;1.63;342.0;0.17;2.59;0.22;0.2;0.21;19.39;22.75;0.0592;0.47;0.32;0.13;1351;5;GRND3
2017;2.19;12.96;10.7;2.66;18.4;16.26;2.39;526.0;0.23;3.8;0.21;0.18;0.24;16.16;14.28;0.0436;0.57;0.55;0.7;1550;9;GRND3
2018;0.65;12.65;3.84;2.13;16.19;14.15;1.92;523.0;0.22;3.17;0.17;0.15;0.2;16.51;14.43;0.16949999999999998;0.55;0.44;-0.1;2165;7;GRND3
2019;0.55;22.29;4.08;3.01;31.21;25.72;2.73;431.0;0.21;5.35;0.13;0.12;0.13;21.98;18.11;0.0252;0.58;0.65;0.54;3746;10;GRND3
2020;0.45;18.67;4.69;1.79;25.12;19.42;1.62;389.0;0.21;3.99;0.1;0.09;0.1;25.1;19.41;0.0358;0.27;0.7;-0.29;5654;15;GRND3
2021;0.56;17.95;4.39;2.29;24.84;19.9;1.89;456.0;0.22;4.43;0.13;0.11;0.12;20.9;16.75;0.0617;0.22;0.69;0.3;5174;15;GRND3
2009;0.92;35.24;15.71;2.07;21.62;19.13;1.59;304.0;0.63;12.06;0.06;0.04;0.1;51.63;45.69;0.0043;0.12;0.58;1.61;267;7;MULT3
2010;1.28;28.87;16.55;2.23;21.61;18.88;1.66;350.0;0.58;10.95;0.08;0.06;0.1;45.94;40.14;0.0092;0.26;0.65;0.11;702;11;MULT3
2011;1.73;22.12;17.95;2.13;17.32;15.06;1.46;455.0;0.67;10.14;0.1;0.07;0.1;37.25;32.4;0.0298;0.38;0.52;0.09;1022;9;MULT3
2012;2.18;27.66;17.89;3.37;19.94;17.52;1.9;616.0;0.64;11.23;0.12;0.07;0.11;29.29;25.74;0.0161;0.39;0.38;0.58;1469;17;MULT3
2013;1.51;33.15;20.1;2.48;19.47;15.56;1.48;609.0;0.63;9.74;0.07;0.04;0.08;33.26;26.58;0.021;0.92;0.49;-0.15;1937;27;MULT3
2014;1.95;24.36;21.42;2.22;14.31;11.45;1.35;787.0;0.71;8.1;0.09;0.06;0.1;25.77;20.63;0.0173;0.26;0.77;-0.02;2630;32;MULT3
2015;1.91;19.89;22.04;1.72;11.5;9.24;1.03;781.0;0.73;6.78;0.09;0.05;0.1;25.87;20.79;0.0345;0.5;0.91;-0.12;4555;39;MULT3
2016;1.65;36.04;23.45;2.53;17.25;13.91;1.42;811.0;0.73;10.17;0.07;0.04;0.09;25.78;20.79;0.0084;0.37;0.65;0.59;4427;40;MULT3
2017;1.84;38.48;25.97;2.73;22.32;17.36;1.64;818.0;0.71;12.28;0.07;0.04;0.08;25.6;19.9;0.0171;0.22;0.89;0.22;4371;52;MULT3
2018;0.79;30.88;8.91;2.73;19.79;15.55;1.65;939.0;0.76;11.88;0.09;0.05;0.09;22.22;17.46;0.048499999999999995;0.64;0.91;0.04;7961;56;MULT3
2019;0.78;42.22;9.31;3.56;28.21;21.5;2.08;925.0;0.71;15.24;0.08;0.05;0.08;23.6;17.99;0.0139;0.48;0.91;0.34;14347;80;MULT3
2020;1.6;14.66;10.38;2.27;12.33;10.32;1.34;1369.0;1.27;13.08;0.15;0.09;0.12;14.26;11.93;0.0;0.15;1.15;-0.3;23951;142;MULT3
2021;1.39;16.62;10.45;2.21;14.65;11.98;1.32;1156.0;1.13;13.56;0.13;0.08;0.1;17.11;14.0;0.0;0.18;1.21;0.02;22840;160;MULT3
2012;1.72;12.71;11.89;1.83;6.9;6.9;0.78;1089.0;0.89;6.14;0.14;0.06;0.15;14.22;14.21;0.021099999999999997;0.99;-0.21;0.02;402;10;TAEE11
2013;2.59;7.02;12.5;1.46;4.75;4.74;0.68;1323.0;0.91;4.33;0.21;0.1;0.15;13.2;13.18;0.1209;0.85;0.22;-0.07;1864;14;TAEE11
2014;2.63;7.17;12.26;1.54;4.28;4.28;0.75;1517.0;1.01;4.34;0.21;0.1;0.18;11.17;11.16;0.1555;1.12;0.36;0.21;2326;12;TAEE11
2015;2.64;6.34;12.71;1.32;3.75;3.75;0.65;1539.0;1.0;3.74;0.21;0.1;0.18;10.88;10.86;0.1313;0.83;0.35;0.01;3127;15;TAEE11
2016;2.51;8.28;12.5;1.66;5.21;5.2;0.85;1375.0;0.99;5.14;0.2;0.1;0.17;11.94;11.91;0.1307;1.08;0.42;0.47;4457;24;TAEE11
2017;1.88;11.33;12.62;1.69;7.94;7.9;0.91;930.0;0.86;6.83;0.15;0.08;0.12;17.42;17.34;0.0862;0.94;0.53;0.08;6863;42;TAEE11
2018;3.11;7.59;13.27;1.78;5.69;5.66;0.94;1436.0;0.88;4.97;0.23;0.12;0.17;11.52;11.46;0.1182;0.9;0.51;0.25;7683;39;TAEE11
2019;2.91;10.71;14.3;2.18;7.65;7.61;0.96;1412.0;0.79;5.99;0.2;0.09;0.13;13.14;13.07;0.0433;0.65;0.55;0.32;7539;40;TAEE11
2020;6.57;5.07;17.49;1.91;3.59;3.58;0.81;3210.0;0.9;3.22;0.38;0.16;0.24;5.8;5.78;0.09630000000000001;0.49;0.36;0.2;12741;82;TAEE11
2021;7.13;5.23;19.15;1.95;3.68;3.67;0.86;3507.0;0.93;3.4;0.37;0.16;0.25;5.29;5.27;0.1426;0.45;0.36;0.21;10186;84;TAEE11
2006;0.66;48.67;5.37;5.96;34.76;28.13;2.57;52.0;0.23;6.55;0.12;0.05;0.08;10.53;8.52;0.0;0.4;0.47;0.37;153;8;LUPA3
2007;-0.99;-60.56;5.4;11.12;118.59;32.25;2.57;88.0;0.23;7.37;-0.18;-0.04;0.02;35.31;9.6;0.0022;-0.11;0.76;0.81;138;8;LUPA3
2008;-1.81;-12.95;4.06;5.77;9.52;5.87;0.69;190.0;0.27;1.58;-0.45;-0.05;0.07;11.71;7.22;0.0;0.0;0.85;-0.61;212;10;LUPA3
2009;0.38;71.91;6.02;4.51;41.75;19.58;0.88;66.0;0.12;2.33;0.06;0.01;0.02;39.6;18.57;0.0;0.0;0.59;0.15;525;8;LUPA3
2010;-1.51;-12.78;3.86;5.0;48.42;19.21;0.64;48.0;0.08;1.58;-0.39;-0.05;0.01;36.23;14.38;0.0;0.0;0.99;-0.33;416;5;LUPA3
2011;-5.01;-0.89;-0.9;-4.94;-16.33;9.46;0.14;22.0;0.04;0.37;5.56;-0.16;-0.01;-70.34;40.75;0.0;0.0;1.03;-0.77;559;4;LUPA3
2012;-3.56;-0.46;-1.2;-1.37;-0.86;-0.96;0.16;-269.0;-0.43;0.41;2.96;-0.34;-0.2;-3.13;-3.49;0.0;0.0;0.6;-0.64;301;1;LUPA3
2013;-2.4;-0.28;-3.57;-0.19;-0.72;-1.13;0.07;-94.0;-0.17;0.19;0.67;-0.27;-0.11;-6.42;-10.05;0.0;0.0;0.91;-0.59;395;2;LUPA3
2014;-0.13;-0.52;0.02;3.46;-1.57;-2.09;0.32;-157.0;-0.35;0.74;-6.63;-0.62;-0.23;-2.17;-2.88;0.0;0.0;1.0;-0.89;343;1;LUPA3
2015;-7.88;-0.26;9.9;0.21;-0.07;-0.09;0.02;-229.0;-0.85;0.07;-0.8;-0.09;-0.37;-1.26;-1.53;0.0;0.0;0.54;-0.94;35;0;LUPA3
2016;0.64;6.31;4.68;0.86;-0.42;-0.91;0.06;-42.0;-0.3;0.27;0.14;0.01;-0.15;-3.72;-8.05;0.0;0.0;1.13;0.78;159;1;LUPA3
2017;-0.43;-6.81;11.92;0.24;-3.03;1.97;0.05;14.0;0.12;0.24;-0.04;-0.01;-0.02;-38.49;25.02;0.0;0.0;0.77;-0.28;196;1;LUPA3
2018;-6.23;-0.29;8.2;0.22;-0.52;-0.68;0.05;-44.0;-0.35;0.24;-0.76;-0.17;-0.1;-6.24;-8.17;0.0;0.0;0.61;-0.36;162;0;LUPA3
2019;-1.11;-1.73;4.4;0.44;-2.16;-3.22;0.09;-13.0;-0.42;1.35;-0.25;-0.05;-0.04;-16.22;-24.2;0.0;0.0;0.61;-0.02;184;0;LUPA3
2020;0.8;3.03;5.33;0.45;10.59;5.14;0.13;12.0;0.23;1.18;0.15;0.04;0.01;47.74;23.18;0.0;0.0;0.89;0.12;622;1;LUPA3
2021;1.64;3.76;5.18;1.19;0.0;30.28;0.33;5.0;0.09;2.74;0.32;0.09;0.0;0.0;53.42;0.0;0.0;0.62;1.58;3481;17;LUPA3
2010;7.21;12.76;37.79;2.43;8.26;8.26;1.12;51.0;0.04;0.35;0.19;0.09;0.23;63.37;63.35;0.0083;0.24;0.02;0.57;5;0;PNVL3
2011;8.3;13.23;43.47;2.53;8.82;9.14;1.14;55.0;0.04;0.37;0.19;0.09;0.22;56.48;58.54;0.0079;0.24;0.65;0.17;5;0;PNVL3
2012;10.72;26.11;50.98;5.49;18.28;18.69;2.56;68.0;0.04;0.84;0.21;0.1;0.22;46.27;47.32;0.0;0.2;0.42;1.53;9;0;PNVL3
2013;12.48;17.79;60.42;3.67;13.0;12.84;1.69;79.0;0.05;0.58;0.21;0.1;0.19;42.07;41.56;0.0011;0.19;0.37;-0.21;9;0;PNVL3
2014;11.17;19.25;68.13;3.16;12.75;12.76;1.37;77.0;0.04;0.52;0.16;0.07;0.15;43.33;43.37;0.0017000000000000001;0.25;-0.01;0.03;9;0;PNVL3
2015;10.3;28.17;75.36;3.85;15.57;15.87;1.74;83.0;0.04;0.67;0.14;0.06;0.16;39.13;39.86;0.0006;0.26;0.2;0.35;13;0;PNVL3
2016;12.06;55.45;83.57;8.01;33.15;33.41;3.72;91.0;0.04;1.43;0.14;0.07;0.17;35.87;36.15;0.0;0.27;-0.02;1.39;12;1;PNVL3
2017;13.6;29.41;93.44;4.28;19.2;19.47;1.92;94.0;0.04;0.81;0.15;0.07;0.15;35.1;35.61;0.005600000000000001;0.27;-0.01;-0.38;5;1;PNVL3
2018;16.95;18.29;101.94;3.04;12.57;12.65;1.41;111.0;0.05;0.58;0.17;0.08;0.16;29.78;29.97;0.0141;0.22;0.19;-0.25;4;0;PNVL3
2019;17.27;34.1;116.03;5.08;22.17;21.7;1.82;123.0;0.05;0.98;0.15;0.05;0.11;30.57;29.92;0.004699999999999999;0.26;-0.12;0.91;5;1;PNVL3
2020;0.38;57.93;6.67;3.27;35.51;15.73;1.51;210.0;0.07;1.17;0.06;0.03;0.07;37.11;16.44;0.0055000000000000005;0.32;0.89;0.11;1968;11;PNVL3
2021;0.42;51.79;6.71;3.21;36.25;13.47;1.45;242.0;0.08;1.13;0.06;0.03;0.06;40.05;14.88;0.005600000000000001;0.3;0.49;0.02;3737;17;PNVL3
2010;7.21;11.37;37.79;2.17;7.36;7.36;1.0;51.0;0.04;0.32;0.19;0.09;0.23;63.37;63.35;0.0101;0.24;0.53;0.72;2;0;PNVL4
2011;8.3;11.52;43.47;2.2;7.68;7.96;0.99;55.0;0.04;0.33;0.19;0.09;0.22;56.48;58.54;0.009899999999999999;0.24;0.95;0.27;2;0;PNVL4
2012;10.72;15.48;50.98;3.26;10.84;11.08;1.52;68.0;0.04;0.5;0.21;0.1;0.22;46.27;47.32;0.0;0.2;0.75;0.86;2;0;PNVL4
2013;12.48;15.23;60.42;3.14;11.13;10.99;1.45;79.0;0.05;0.5;0.21;0.1;0.19;42.07;41.56;0.0015;0.19;0.86;0.16;4;0;PNVL4
2014;11.17;14.72;68.13;2.41;9.75;9.76;1.04;77.0;0.04;0.4;0.16;0.07;0.15;43.33;43.37;0.0024;0.25;0.19;-0.06;3;0;PNVL4
2015;10.3;14.57;75.36;1.99;8.06;8.21;0.9;83.0;0.04;0.34;0.14;0.06;0.16;39.13;39.86;0.0013;0.26;0.23;-0.08;3;0;PNVL4
2016;12.06;19.4;83.57;2.8;11.6;11.69;1.3;91.0;0.04;0.5;0.14;0.07;0.17;35.87;36.15;0.0;0.27;0.23;0.6;3;0;PNVL4
2017;13.6;25.37;93.44;3.69;16.56;16.8;1.66;94.0;0.04;0.7;0.15;0.07;0.15;35.1;35.61;0.006999999999999999;0.27;0.24;0.47;4;0;PNVL4
2018;16.95;12.98;101.94;2.16;8.92;8.98;1.0;111.0;0.05;0.41;0.17;0.08;0.16;29.78;29.97;0.022000000000000002;0.22;-0.46;-0.36;3;0;PNVL4
2019;17.27;25.47;116.03;3.79;16.56;16.21;1.36;123.0;0.05;0.73;0.15;0.05;0.11;30.57;29.92;0.0069;0.26;0.04;1.01;3;0;PNVL4
2020;0.38;54.61;6.67;3.08;33.47;14.83;1.42;210.0;0.07;1.1;0.06;0.03;0.07;37.11;16.44;0.0058;0.32;0.46;0.4;117;1;PNVL4
2021;0.42;51.7;6.71;3.21;36.19;13.44;1.45;242.0;0.08;1.13;0.06;0.03;0.06;40.05;14.88;0.005600000000000001;0.3;0.4;0.08;65;0;PNVL4
2008;2.94;3.74;13.42;0.82;2.73;2.15;0.31;293.0;0.17;0.36;0.22;0.08;0.13;16.13;12.68;0.0255;0.09;0.23;-0.36;10;0;TUPY3
2009;2.73;4.94;15.42;0.88;4.1;3.0;0.35;257.0;0.21;0.63;0.18;0.07;0.11;19.18;14.01;0.057800000000000004;0.28;-0.03;0.31;14;0;TUPY3
2010;2.73;9.34;16.98;1.5;7.43;5.36;0.61;272.0;0.15;0.78;0.16;0.06;0.11;18.58;13.39;0.0447;0.41;0.55;1.13;17;0;TUPY3
2011;3.57;7.81;19.18;1.45;6.2;4.72;0.47;338.0;0.15;0.73;0.19;0.06;0.14;14.61;11.13;0.0409;0.31;0.17;0.14;9;0;TUPY3
2012;0.6;83.17;10.37;4.77;29.77;18.66;1.49;303.0;0.11;2.12;0.06;0.02;0.07;23.94;15.0;0.029900000000000003;1.24;0.04;0.85;10;0;TUPY3
2013;0.6;34.8;13.19;1.59;11.74;6.53;0.67;464.0;0.15;0.97;0.05;0.02;0.08;15.72;8.74;0.011399999999999999;0.32;0.07;-0.12;132;2;TUPY3
2014;0.64;27.97;14.09;1.27;12.49;5.12;0.52;503.0;0.16;0.83;0.05;0.02;0.06;20.27;8.3;0.0196;0.54;0.31;-0.13;372;3;TUPY3
2015;1.53;12.2;16.71;1.12;8.35;4.51;0.47;598.0;0.17;0.79;0.09;0.04;0.08;13.48;7.28;0.039599999999999996;0.48;0.24;0.18;615;4;TUPY3
2016;-1.26;-9.57;13.92;0.86;-9.41;5.11;0.36;339.0;0.1;0.53;-0.09;-0.04;-0.06;-22.11;12.0;0.025;-0.46;0.11;-0.36;1489;6;TUPY3
2017;1.07;17.09;13.75;1.33;13.78;5.88;0.57;447.0;0.12;0.71;0.08;0.03;0.06;21.65;9.24;0.0636;1.07;0.49;0.58;1863;7;TUPY3
2018;1.89;10.64;15.25;1.32;7.85;4.47;0.59;649.0;0.13;0.6;0.12;0.06;0.1;11.01;6.27;0.0506;0.64;0.26;0.13;2385;11;TUPY3
2019;1.94;13.03;16.56;1.53;10.22;5.34;0.71;683.0;0.13;0.71;0.12;0.05;0.1;11.27;5.89;0.0443;0.58;0.45;0.31;2841;12;TUPY3
2020;-0.53;-39.78;17.71;1.18;13.93;5.33;0.49;567.0;0.13;0.71;-0.03;-0.01;0.05;19.27;7.37;0.0;0.0;0.71;-0.17;4465;19;TUPY3
2021;0.81;29.06;18.17;1.3;12.73;4.82;0.52;705.0;0.15;0.72;0.04;0.02;0.06;16.25;6.15;0.0;0.0;0.72;0.06;5157;30;TUPY3
2008;0.15;28.05;-7.56;-0.55;4.67;4.91;0.39;46.0;0.06;0.3;-0.02;0.01;0.09;15.98;16.79;0.0;0.0;0.33;-0.71;15;0;BOBR4
2009;7.14;1.23;-2.57;-3.43;1.75;1.76;0.75;271.0;0.32;0.57;-2.78;0.61;0.51;2.68;2.69;0.0;0.0;0.27;1.05;13;0;BOBR4
2010;0.52;18.23;-2.16;-4.36;14.58;15.21;0.76;34.0;0.04;0.63;-0.24;0.04;0.06;20.2;21.07;0.0;0.0;0.87;0.05;13;0;BOBR4
2011;-0.35;-25.04;-0.68;-12.86;8.35;8.57;0.69;56.0;0.07;0.56;0.51;-0.03;0.1;13.76;14.13;0.0;0.0;0.49;-0.06;6;0;BOBR4
2012;-0.43;-18.1;-0.28;-27.75;9.68;9.24;0.58;45.0;0.05;0.42;1.53;-0.03;0.07;18.63;17.78;0.0;0.0;0.49;-0.04;5;0;BOBR4
2013;-2.81;-2.27;-2.28;-2.8;9.32;9.57;0.49;36.0;0.03;0.3;1.24;-0.21;0.07;22.38;22.97;0.0;0.0;0.92;-0.2;4;0;BOBR4
2014;-1.04;-2.34;-1.11;-2.18;1.9;1.87;0.17;70.0;0.06;0.11;0.93;-0.07;0.12;11.44;11.28;0.0;0.0;0.85;-0.62;6;0;BOBR4
2015;-6.97;-0.23;-4.55;-0.35;-0.81;-0.85;0.12;-100.0;-0.09;0.08;1.53;-0.54;-0.24;-7.8;-8.17;0.0;0.0;0.34;-0.36;4;0;BOBR4
2016;1.11;1.83;-5.05;-0.4;7.32;5.26;0.15;21.0;0.02;0.1;-0.22;0.08;0.03;56.21;40.38;0.0;0.0;0.56;0.43;46;0;BOBR4
2017;2.35;2.1;-2.7;-1.83;1.49;1.42;0.39;188.0;0.17;0.24;-0.87;0.19;0.33;5.12;4.88;0.0;0.0;0.91;1.46;144;0;BOBR4
2018;1.29;2.02;-4.46;-0.59;-35.41;-74.36;0.22;-2.0;0.0;0.14;-0.29;0.11;-0.01;-242.29;-508.75;0.0;0.0;0.55;-0.47;52;0;BOBR4
2019;-0.16;-12.96;-1.09;-1.86;8.71;8.79;0.81;60.0;0.06;0.5;0.14;-0.06;0.12;16.4;16.54;0.0;0.0;0.4;-0.26;104;0;BOBR4
2020;0.16;14.11;-0.94;-2.36;4.48;3.91;0.86;148.0;0.13;0.5;-0.17;0.06;0.27;7.33;6.4;0.0;0.0;0.58;0.04;240;0;BOBR4
2021;-0.04;-61.57;-1.04;-2.5;9.28;7.04;1.05;96.0;0.09;0.61;0.04;-0.02;0.15;13.26;10.06;0.0;0.0;0.65;0.2;411;1;BOBR4
2010;-0.08;-18.66;-0.22;-6.67;23.33;25.45;1.03;4.0;0.11;2.83;0.36;-0.05;0.05;38.27;41.76;0.0;0.0;1.5;-0.09;3;0;RCSL3
2011;-0.5;-1.32;-0.74;-0.9;-2.01;-1.96;0.55;-21.0;-2.68;5.27;0.68;-0.42;-0.3;-7.39;-7.22;0.0;0.0;0.65;-0.53;5;0;RCSL3
2012;-0.06;-1.62;-0.15;-0.6;-3.5;-3.2;0.23;-7.0;-0.55;1.75;0.37;-0.14;-0.07;-25.18;-23.06;0.0;0.0;-0.59;-0.87;8;0;RCSL3
2013;-0.03;-2.33;-0.18;-0.38;-8.17;-10.83;0.17;-2.0;-0.08;0.86;0.16;-0.07;-0.02;-77.05;-102.19;0.0;0.0;1.09;-0.12;7;0;RCSL3
2014;-0.18;-0.22;-0.37;-0.11;-0.42;-0.43;0.25;-22.0;-0.010780000000000001;4.67;0.5;-1.16;-0.69;-7.32;-7.48;0.0;0.0;0.06;-0.5;5;0;RCSL3
2015;-5.14;-0.58;-33.44;-0.09;-1.85;0.0;0.26;0.0;0.0;0.0;0.15;-0.46;-0.17;-32.62;0.0;0.0;0.0;36.44;-0.26;7;0;RCSL3
2016;-0.76;-2.62;-2.13;-0.94;-12.64;0.0;1.61;0.0;0.0;0.0;0.36;-0.62;-0.14;-25.52;0.0;0.0;0.0;0.84;-0.2;10;0;RCSL3
2017;-7.09;-0.41;-22.83;-0.13;-0.56;-0.27;0.4;-55.0;0.0;0.0;0.31;-0.97;-0.79;-5.89;-2.79;0.0;0.0;-0.14;-0.4;15;0;RCSL3
2018;-2.36;-1.18;-12.4;-0.22;-3.53;0.0;0.35;0.0;0.0;3.53;0.19;-0.3;-0.11;-36.27;0.0;0.0;0.0;1.27;-0.68;25;0;RCSL3
2019;-0.04;-44.48;-0.88;-1.99;0.0;0.0;3.51;0.0;0.0;7.41;0.04;-0.08;0.0;0.0;0.0;0.0;0.0;0.37;-0.34;47;0;RCSL3
2020;0.0;0.0;-0.84;-12.32;394.28;556.11;17.92;1.0;0.05;28.16;0.0;0.0;0.05;73.05;103.03;0.0;0.0;0.8;4.94;429;1;RCSL3
2021;0.01;481.48;-0.78;-8.16;240.74;211.92;8.75;2.0;0.06;13.37;-0.02;0.02;0.04;83.3;73.33;0.0;0.0;0.85;-0.37;4296;14;RCSL3
2010;-0.08;-11.25;-0.22;-4.02;14.06;15.34;0.62;4.0;0.11;1.7;0.36;-0.05;0.05;38.27;41.76;0.0;0.0;1.02;-0.17;81;0;RCSL4
2011;-0.5;-0.56;-0.74;-0.38;-0.85;-0.83;0.23;-21.0;-2.68;2.24;0.68;-0.42;-0.3;-7.39;-7.22;0.0;0.0;0.58;-0.68;58;0;RCSL4
2012;-0.06;-0.9;-0.15;-0.33;-1.94;-1.78;0.13;-7.0;-0.55;0.97;0.37;-0.14;-0.07;-25.18;-23.06;0.0;0.0;0.0;-0.83;44;0;RCSL4
2013;-0.03;-2.0;-0.18;-0.33;-7.0;-9.28;0.15;-2.0;-0.08;0.74;0.16;-0.07;-0.02;-77.05;-102.19;0.0;0.0;0.71;0.2;29;0;RCSL4
2014;-0.18;-0.16;-0.37;-0.08;-0.32;-0.32;0.19;-22.0;-0.010780000000000001;3.5;0.5;-1.16;-0.69;-7.32;-7.48;0.0;0.0;0.25;-0.5;50;0;RCSL4
2015;-5.14;-0.4;-33.44;-0.06;-1.28;0.0;0.18;0.0;0.0;0.0;0.15;-0.46;-0.17;-32.62;0.0;0.0;0.0;15.71;-0.49;23;0;RCSL4
2016;-0.76;-1.5;-2.13;-0.54;-7.24;0.0;0.92;0.0;0.0;0.0;0.36;-0.62;-0.14;-25.52;0.0;0.0;0.0;0.65;-0.44;65;0;RCSL4
2017;-7.09;-0.1;-22.83;-0.03;-0.14;-0.07;0.1;-55.0;0.0;0.0;0.31;-0.97;-0.79;-5.89;-2.79;0.0;0.0;0.45;-0.73;867;1;RCSL4
2018;-2.36;-0.56;-12.4;-0.11;-1.69;0.0;0.17;0.0;0.0;1.69;0.19;-0.3;-0.11;-36.27;0.0;0.0;0.0;1.27;-0.38;316;0;RCSL4
2019;-0.04;-44.48;-0.88;-1.99;0.0;0.0;3.51;0.0;0.0;7.41;0.04;-0.08;0.0;0.0;0.0;0.0;0.0;0.18;0.21;572;0;RCSL4
2020;0.0;0.0;-0.84;-2.1;67.1;94.65;3.05;1.0;0.05;4.79;0.0;0.0;0.05;73.05;103.03;0.0;0.0;0.87;-0.02;5506;8;RCSL4
2021;0.01;166.05;-0.78;-2.81;83.03;73.09;3.02;2.0;0.06;4.61;-0.02;0.02;0.04;83.3;73.33;0.0;0.0;0.8;0.29;2070;5;RCSL4
2018;0.68;26.54;31.19;0.58;15.03;14.75;0.39;85.0;0.81;12.0;0.02;0.01;0.03;49.66;48.72;0.0;0.06;-0.84;0.03;3234;27;LOGG3
2019;0.92;35.28;28.92;1.12;18.42;17.53;0.83;189.0;1.48;25.91;0.03;0.02;0.05;20.63;19.63;0.0043;0.11;0.31;0.94;1313;6;LOGG3
2020;1.39;24.61;30.14;1.14;13.98;14.0;0.83;250.0;1.77;24.79;0.05;0.03;0.07;14.71;14.73;0.0060999999999999995;0.15;1.06;0.07;2572;14;LOGG3
2021;2.43;12.74;31.34;0.99;8.59;8.59;0.69;368.0;2.55;21.94;0.08;0.05;0.09;10.33;10.33;0.010700000000000001;0.08;0.89;-0.07;2195;12;LOGG3
2006;13.29;11.89;52.25;3.02;10.34;9.27;1.13;112.0;0.2;1.89;0.25;0.1;0.11;22.44;20.11;0.0693;0.28;0.29;1.34;2;0;ROMI3
2007;1.45;15.29;8.3;2.67;15.7;13.95;1.27;125.0;0.2;2.76;0.17;0.08;0.08;22.1;19.62;0.2298;1.06;0.7;0.27;103;4;ROMI3
2008;1.56;4.87;8.93;0.85;5.18;4.57;0.35;127.0;0.18;0.83;0.17;0.07;0.07;23.67;20.91;0.0684;0.25;0.59;-0.64;95;2;ROMI3
2009;0.17;67.45;9.15;1.28;97.43;30.1;0.5;29.0;0.06;1.85;0.02;0.01;0.01;306.18;94.59;0.0111;1.0;0.23;0.58;51;1;ROMI3
2010;0.94;15.49;9.39;1.54;13.9;10.72;0.58;101.0;0.15;1.61;0.1;0.04;0.05;33.1;25.54;0.0345;0.47;0.66;0.29;52;1;ROMI3
2011;0.05;124.72;9.17;0.73;-49.89;28.13;0.28;18.0;0.03;0.79;0.01;0.0;-0.01;-266.16;150.11;0.049;8.5;0.37;-0.5;70;1;ROMI3
2012;-0.52;-8.96;8.88;0.52;-6.5;-23.13;0.21;-14.0;-0.02;0.54;-0.06;-0.02;-0.03;-50.21;-178.66;0.0;0.0;0.1;-0.31;69;0;ROMI3
2013;0.04;142.32;9.04;0.66;14.72;6.63;0.3;64.0;0.1;0.64;0.0;0.0;0.02;79.68;35.86;0.0;0.0;-0.04;0.31;59;0;ROMI3
