Ano;LPA;P_L;VPA;P_VP;P_EBIT;P_EBITDA;P_Ativos;Ebitda;Marg_Ebitda;PSR;ROE;ROA;ROIC;EV_EBIT;EV_EBITDA;Div_Yield;Div_Payout;Beta;Valorizacao;Negocios_dia;Volume_diario;Ticker
2021;0.52;55.25;28.81;1.0;32.87;18.28;0.7;417.0;0.55;9.97;0.02;0.01;0.02;35.92;19.98;0.008;0.0;1.24;0.03;6938;43;ALSO3
2020;-0.87;-10.66;3.54;2.63;200.23;0.0;0.67;0.0;0.0;2.78;-0.25;-0.06;0.0;336.54;0.0;0.0;0.0;0.19;-0.03;271;1;ALPK3
2021;-1.07;-7.83;3.21;2.62;-58.13;-28.41;0.6;-57.0;-0.1;2.85;-0.33;-0.08;-0.01;-107.98;-52.76;0.0;0.0;0.15;-0.1;129;0;ALPK3
2010;0.48;10.86;3.17;1.64;9.68;7.05;0.76;75.0;0.15;1.05;0.15;0.07;0.12;50.85;37.06;0.0385;0.37;0.0;0.0;1;0;FRAS3
2011;0.44;7.05;3.42;0.91;7.56;4.95;0.41;64.0;0.12;0.58;0.13;0.06;0.08;67.47;44.18;0.0613;0.36;0.0;0.0;1;0;FRAS3
2012;0.25;23.9;3.59;1.69;12.19;7.24;0.69;86.0;0.13;0.94;0.07;0.03;0.08;57.74;34.3;0.0181;0.38;-5.72;-0.33;5;0;FRAS3
2013;0.42;19.14;3.95;2.04;11.82;7.69;0.86;105.0;0.15;1.12;0.11;0.04;0.1;43.13;28.06;0.0187;0.29;-4.41;0.27;1;0;FRAS3
2014;0.37;11.14;3.26;1.26;7.76;4.9;0.54;105.0;0.14;0.67;0.11;0.05;0.1;44.07;27.8;0.0268;0.28;0.12;-0.1;11;0;FRAS3
2015;0.44;8.63;3.46;1.1;5.79;3.88;0.49;122.0;0.14;0.54;0.13;0.06;0.12;35.69;23.9;0.0342;0.24;0.0;0.03;7;0;FRAS3
2016;0.3;14.46;3.55;1.22;11.19;7.6;0.78;124.0;0.15;1.16;0.08;0.05;0.14;29.61;20.11;0.0231;0.26;0.42;0.25;85;0;FRAS3
2017;0.3;17.94;3.6;1.49;17.67;10.96;0.86;106.0;0.13;1.4;0.08;0.05;0.08;37.91;23.51;0.0541;0.62;0.31;0.33;120;0;FRAS3
2018;0.42;11.0;3.8;1.21;7.1;5.45;0.66;184.0;0.16;0.88;0.11;0.06;0.12;20.58;15.79;0.05;0.49;0.31;-0.14;165;0;FRAS3
2019;0.16;35.43;3.58;1.59;11.48;7.54;0.77;164.0;0.12;0.91;0.04;0.02;0.08;27.22;17.88;0.019299999999999998;2.0;0.51;0.21;217;1;FRAS3
2020;0.84;12.03;4.38;2.31;9.14;6.98;0.76;315.0;0.19;1.32;0.19;0.06;0.11;13.37;10.22;0.0;0.08;0.68;0.63;476;1;FRAS3
2021;1.13;11.19;4.76;2.65;8.59;6.48;0.93;423.0;0.21;1.39;0.24;0.08;0.14;10.09;7.6;0.0;0.13;0.39;0.2;891;3;FRAS3
2019;3.15;5.7;8.89;2.02;5.35;3.54;0.92;1562.0;0.3;1.05;0.35;0.16;0.22;5.48;3.62;0.0;0.06;0.68;0.05;4043;38;CEAB3
2020;-0.54;-24.08;8.61;1.5;-24.38;10.23;0.54;389.0;0.1;0.97;-0.06;-0.02;-0.04;-25.89;10.86;0.0;-0.41;1.28;-0.29;7058;29;CEAB3
2021;-0.81;-17.76;8.19;1.75;-15.63;13.24;0.65;334.0;0.09;1.14;-0.1;-0.04;-0.06;-16.49;13.96;0.0;-0.27;0.96;0.12;6443;26;CEAB3
2009;0.31;144.06;30.2;1.5;212.22;28.87;0.77;684.0;0.04;1.24;0.01;0.01;0.0;344.9;46.93;0.0051;0.18;0.37;0.14;3079;70;BRFS3
2010;0.92;29.57;15.64;1.75;16.05;10.25;0.86;2325.0;0.1;1.05;0.06;0.03;0.07;18.39;11.74;0.011000000000000001;0.19;0.63;0.21;3574;54;BRFS3
2011;1.57;23.16;16.23;2.24;15.82;10.97;1.06;2887.0;0.11;1.23;0.1;0.05;0.08;14.28;9.9;0.02;0.37;0.69;0.37;4947;71;BRFS3
2012;0.94;44.66;16.75;2.52;26.41;15.58;1.19;2356.0;0.08;1.29;0.06;0.03;0.06;21.76;12.84;0.0076;0.53;0.49;0.19;6498;82;BRFS3
2013;1.23;40.15;16.88;2.92;21.88;13.68;1.32;3136.0;0.1;1.4;0.07;0.03;0.08;15.24;9.53;0.0179;0.54;0.34;0.16;6850;104;BRFS3
2014;2.57;24.73;18.09;3.51;15.82;11.68;1.52;4709.0;0.16;1.9;0.14;0.06;0.14;8.13;6.0;0.0148;0.33;0.58;0.32;8179;121;BRFS3
2015;3.87;14.33;17.08;3.24;10.61;8.09;1.11;5545.0;0.17;1.39;0.23;0.08;0.15;7.65;5.84;0.0215;0.28;0.34;-0.1;10354;170;BRFS3
2016;-0.45;-107.11;15.04;3.21;21.6;14.32;0.91;2737.0;0.08;1.16;-0.03;-0.01;0.06;19.43;12.88;0.0158;-3.21;0.69;-0.1;9929;119;BRFS3
2017;-1.35;-27.08;14.42;2.54;40.35;15.69;0.66;1895.0;0.06;0.89;-0.09;-0.02;0.02;50.86;19.78;0.0;0.0;0.68;-0.24;11248;128;BRFS3
2018;-5.5;-3.99;9.27;2.37;-86.49;23.56;0.42;756.0;0.03;0.59;-0.59;-0.11;-0.01;-194.5;52.97;0.0;0.0;0.78;-0.41;17325;152;BRFS3
2019;0.37;96.29;10.03;3.51;9.69;6.42;0.69;4456.0;0.13;0.86;0.04;0.01;0.1;12.62;8.36;0.0;0.0;0.48;0.57;19293;208;BRFS3
2020;1.71;12.87;10.85;2.03;6.29;3.42;0.36;5241.0;0.13;0.45;0.16;0.03;0.09;13.27;7.21;0.0;0.0;0.93;-0.39;26367;216;BRFS3
2021;1.79;15.31;10.31;2.65;7.6;3.96;0.43;5611.0;0.14;0.54;0.17;0.03;0.09;12.99;6.76;0.0;0.0;0.85;0.27;25541;253;BRFS3
2006;-0.36;-69.98;30.98;0.81;10.96;0.0;0.42;0.0;0.0;3.97;-0.01;-0.01;0.04;17.64;0.0;0.0;0.0;0.8;0.46;487;22;CESP6
2007;0.55;79.46;31.53;1.38;18.57;16.11;0.72;883.0;0.4;6.52;0.02;0.01;0.04;15.23;13.21;0.0;0.0;0.97;0.73;931;46;CESP6
2008;-7.18;-2.1;24.13;0.63;-2.98;-4.2;0.29;-1177.0;-0.47;1.99;-0.3;-0.14;-0.1;-7.18;-10.11;0.009300000000000001;-0.03;0.87;-0.67;1661;65;CESP6
2009;2.33;10.3;26.02;0.92;8.1;5.41;0.48;1455.0;0.55;2.97;0.09;0.05;0.06;11.34;7.57;0.0125;0.14;0.59;0.55;2089;28;CESP6
2010;0.29;93.08;31.98;0.84;13.0;6.04;0.47;1464.0;0.5;3.04;0.01;0.01;0.04;15.59;7.24;0.0052;1.15;0.81;0.11;2102;20;CESP6
2011;0.34;98.4;30.89;1.07;11.77;6.36;0.59;1701.0;0.58;3.66;0.01;0.01;0.05;11.09;6.0;0.0163;2.17;0.65;0.25;2467;23;CESP6
2012;0.46;42.34;30.16;0.64;6.64;3.67;0.38;1730.0;0.52;1.89;0.02;0.01;0.06;10.41;5.75;0.0727;3.31;0.36;-0.4;3034;27;CESP6
2013;-0.6;-37.65;28.45;0.79;42.94;8.62;0.48;852.0;0.22;1.88;-0.02;-0.01;0.01;52.19;10.47;0.0633;-2.36;0.63;0.18;3273;20;CESP6
2014;1.72;15.62;26.35;1.02;8.64;5.3;0.6;1657.0;0.34;1.81;0.07;0.04;0.08;7.21;4.42;0.1186;1.85;0.77;0.35;4109;29;CESP6
2015;-0.18;-73.14;22.32;0.6;9.75;4.82;0.37;910.0;0.31;1.49;-0.01;-0.01;0.04;18.52;9.16;0.3619;-0.02632;0.71;-0.41;4228;25;CESP6
2016;0.93;14.49;21.87;0.62;15.67;7.54;0.39;586.0;0.35;2.65;0.04;0.03;0.03;28.6;13.77;0.0363;0.59;0.74;0.06;5527;21;CESP6
2017;-0.51;-25.73;21.72;0.61;-36.95;21.91;0.39;197.0;0.13;2.93;-0.02;-0.02;-0.01;-69.05;40.95;0.0364;-0.92;0.84;0.02;3915;24;CESP6
2018;0.9;24.2;21.69;1.01;23.96;11.63;0.69;614.0;0.38;4.37;0.04;0.03;0.03;26.19;12.72;0.0018;0.08;0.51;0.67;2914;24;CESP6
2019;3.55;9.0;21.81;1.46;21.66;12.12;0.81;863.0;0.55;6.66;0.16;0.09;0.04;18.84;10.55;0.0279;0.26;0.36;0.51;3657;30;CESP6
2020;5.28;5.49;22.0;1.32;11.67;7.42;0.65;1279.0;0.67;4.95;0.24;0.12;0.06;11.21;7.12;0.0787;0.35;0.7;-0.05;8495;67;CESP6
2021;5.47;4.39;21.53;1.11;8.25;5.55;0.54;1416.0;0.7;3.9;0.25;0.12;0.07;9.37;6.29;0.1085;0.34;0.52;-0.17;8482;61;CESP6
1998;9.19;2.06;169.28;0.11;1.04;0.0;0.06;0.0;0.0;0.45;0.05;0.03;0.06;8.08;0.0;0.0;0.0;0.0;-0.54;62;1;CESP3
1999;0.32;25.92;116.49;0.07;2.32;0.0;0.04;0.0;0.0;0.35;0.0;0.0;0.02;45.2;0.0;0.0;0.0;0.0;-0.55;52;1;CESP3
2000;-4.42;-3.47;114.11;0.13;-5.32;0.0;0.07;0.0;0.0;1.08;-0.04;-0.02;-0.01;-56.73;0.0;0.0;0.0;0.75;0.92;42;0;CESP3
2001;-8.68;-1.52;105.62;0.12;-1.96;0.0;0.06;0.0;0.0;0.59;-0.08;-0.04;-0.03;-25.7;0.0;0.0;0.0;0.86;-0.2;31;1;CESP3
2002;-36.47;-0.18;69.14;0.09;-0.23;0.0;0.03;0.0;0.0;0.32;-0.53;-0.17;-0.13;-7.45;0.0;0.0;0.0;0.57;-0.53;12;0;CESP3
2003;6.7;1.66;75.84;0.15;0.51;0.0;0.05;0.0;0.0;0.6;0.09;0.03;0.1;9.03;0.0;0.0;0.0;1.01;0.66;11;0;CESP3
2004;0.38;26.55;76.2;0.13;1.06;0.0;0.05;0.0;0.0;0.5;0.01;0.0;0.05;20.27;0.0;0.0;0.0;0.62;-0.08;8;0;CESP3
2005;-1.83;-5.72;66.13;0.16;1.75;0.0;0.06;0.0;0.0;0.61;-0.03;-0.01;0.03;24.86;0.0;0.0;0.0;0.74;0.04;8;0;CESP3
2006;-0.36;-54.58;30.98;0.63;8.55;0.0;0.32;0.0;0.0;3.1;-0.01;-0.01;0.04;17.64;0.0;0.0;0.0;0.63;0.86;24;1;CESP3
2007;0.55;64.59;31.53;1.12;15.09;13.1;0.59;883.0;0.4;5.3;0.02;0.01;0.04;15.23;13.21;0.0;0.0;0.85;0.77;23;0;CESP3
2008;-7.18;-1.5;24.13;0.45;-2.13;-3.0;0.21;-1177.0;-0.47;1.43;-0.3;-0.14;-0.1;-7.18;-10.11;0.0;-0.03;0.76;-0.7;30;0;CESP3
2009;2.33;8.32;26.02;0.75;6.54;4.37;0.39;1455.0;0.55;2.4;0.09;0.05;0.06;11.34;7.57;0.0155;0.14;0.43;0.72;14;0;CESP3
2010;0.29;75.5;31.98;0.68;10.55;4.9;0.38;1464.0;0.5;2.47;0.01;0.01;0.04;15.59;7.24;0.0137;1.15;0.56;0.12;9;0;CESP3
2011;0.34;81.28;30.89;0.88;9.72;5.26;0.49;1701.0;0.58;3.02;0.01;0.01;0.05;11.09;6.0;0.0256;2.17;0.41;0.28;8;0;CESP3
2012;0.46;36.0;30.16;0.55;5.65;3.12;0.32;1730.0;0.52;1.61;0.02;0.01;0.06;10.41;5.75;0.0934;3.31;0.29;-0.38;9;0;CESP3
2013;-0.6;-33.42;28.45;0.7;38.11;7.65;0.43;852.0;0.22;1.67;-0.02;-0.01;0.01;52.19;10.47;0.07139999999999999;-2.36;0.07;0.36;8;0;CESP3
2014;1.72;13.05;26.35;0.85;7.22;4.43;0.5;1657.0;0.34;1.51;0.07;0.04;0.08;7.21;4.42;0.142;1.85;0.41;0.36;10;0;CESP3
2015;-0.18;-55.68;22.32;0.46;7.42;3.67;0.28;910.0;0.31;1.13;-0.01;-0.01;0.04;18.52;9.16;0.4755;-0.02632;0.28;-0.49;14;0;CESP3
2016;0.93;13.42;21.87;0.57;14.52;6.99;0.36;586.0;0.35;2.45;0.04;0.03;0.03;28.6;13.77;0.0392;0.59;0.49;0.24;13;0;CESP3
2017;-0.51;-21.66;21.72;0.51;-31.1;18.44;0.33;197.0;0.13;2.47;-0.02;-0.02;-0.01;-69.05;40.95;0.0432;-0.92;0.54;-0.07;20;0;CESP3
2018;0.9;23.26;21.69;0.97;23.02;11.18;0.66;614.0;0.38;4.2;0.04;0.03;0.03;26.19;12.72;0.0019;0.08;0.44;0.89;25;0;CESP3
2019;3.55;9.16;21.81;1.49;22.04;12.33;0.82;863.0;0.55;6.78;0.16;0.09;0.04;18.84;10.55;0.0274;0.26;0.17;0.63;89;1;CESP3
2020;5.28;5.27;22.0;1.26;11.2;7.12;0.63;1279.0;0.67;4.75;0.24;0.12;0.06;11.21;7.12;0.08199999999999999;0.35;0.24;-0.08;60;1;CESP3
2021;5.47;5.03;21.53;1.28;9.47;6.36;0.62;1416.0;0.7;4.48;0.25;0.12;0.07;9.37;6.29;0.09449999999999999;0.34;0.19;-0.03;40;0;CESP3
2012;1.0;17.98;9.28;1.94;4.78;4.11;0.48;1412.0;0.06;0.25;0.11;0.03;0.19;21.75;18.69;0.0;0.0;-0.12;-0.1;2;0;VVAR3
2013;0.29;25.72;3.06;2.45;9.1;8.14;0.72;1191.0;0.06;0.53;0.1;0.03;0.16;24.03;21.52;0.1625;0.01;-0.11;0.75;2;0;VVAR3
2014;0.73;9.36;3.65;1.86;4.2;3.87;0.55;2270.0;0.1;0.39;0.2;0.06;0.28;11.69;10.77;0.0;0.0;-0.66;-0.06;4;0;VVAR3
2015;0.01;133.72;3.29;0.44;2.65;2.0;0.11;938.0;0.05;0.1;0.0;0.0;0.1;32.35;24.38;0.11720000000000001;0.01586;-0.07;-0.8;6;0;VVAR3
2016;-0.07;-48.93;2.17;1.66;6.52;4.97;0.27;936.0;0.05;0.23;-0.03;-0.01;0.09;35.2;26.82;0.0;-0.03;1.07;2.01;22;0;VVAR3
2017;0.15;52.54;2.29;3.46;9.83;7.53;0.51;1361.0;0.05;0.4;0.07;0.01;0.12;24.79;18.98;0.0038;0.16;0.55;1.1;74;0;VVAR3
2018;-0.21;-21.28;1.95;2.25;16.09;8.29;0.27;685.0;0.03;0.21;-0.11;-0.01;0.04;73.31;37.78;0.0023;-0.06;1.26;-0.43;1424;5;VVAR3
2019;-1.1;-10.13;0.44;25.11;-13.93;-91.28;0.59;-159.0;-0.01;0.57;-2.48;-0.06;-0.07;-28.53;-186.96;0.0;0.0;1.03;1.55;29126;202;VVAR3
2020;0.63;25.71;3.74;4.32;15.94;10.2;0.78;2531.0;0.09;0.89;0.17;0.03;0.07;19.33;12.37;0.0;0.0;1.5;0.38;51628;1099;VVAR3
2021;0.73;21.85;3.86;4.15;15.79;10.06;0.77;2544.0;0.08;0.85;0.19;0.04;0.07;20.57;13.11;0.0;0.0;1.16;-0.01;47044;601;VVAR3
2007;0.72;34.7;9.63;2.59;22.77;20.75;1.42;176.0;0.32;6.6;0.07;0.04;0.06;3.45;3.15;0.0016;0.15;0.78;0.79;132;8;PDGR3
2008;1.57;7.11;11.27;0.99;6.96;6.89;0.5;236.0;0.19;1.32;0.14;0.07;0.07;3.97;3.93;0.0206;0.0;1.03;-0.53;341;11;PDGR3
2009;0.93;18.69;7.59;2.29;19.49;19.3;1.11;351.0;0.18;3.41;0.12;0.06;0.06;4.52;4.47;0.0346;0.0;1.05;2.14;1916;28;PDGR3
2010;0.71;14.23;5.39;1.88;13.21;12.84;0.73;876.0;0.17;2.15;0.13;0.05;0.06;3.69;3.59;0.0207;0.1;1.24;0.26;7058;83;PDGR3
2011;0.63;9.34;5.73;1.03;7.27;6.27;0.38;1057.0;0.15;0.96;0.11;0.04;0.06;3.97;3.43;0.0288;0.29;1.53;-0.41;14937;106;PDGR3
2012;-1.63;-2.03;3.77;0.88;-2.39;-2.64;0.28;-1671.0;-0.38;1.01;-0.43;-0.14;-0.13;-2.34;-2.59;0.0453;0.0;1.7;-0.45;21150;124;PDGR3
2013;-0.11;-15.76;4.03;0.45;9.9;7.58;0.14;316.0;0.06;0.45;-0.03;-0.01;0.02;16.84;12.9;0.0;0.0;1.45;-0.48;14401;76;PDGR3
2014;-0.36;-2.4;3.82;0.22;6.94;5.14;0.07;222.0;0.05;0.27;-0.09;-0.03;0.01;24.17;17.89;0.0;0.0;1.29;-0.49;8237;25;PDGR3
2015;-57.75;-0.03;48.46;0.03;-0.04;-0.05;0.01;-1716.0;-0.94;0.04;-1.19;-0.26;-0.21;-1.45;-1.79;0.0;0.0;1.11;-0.96;3014;5;PDGR3
2016;-110.36;-0.01;-69.4;-0.02;-0.01;-0.01;0.01;-4710.0;-0.01907;0.24;1.59;-1.17;-1.1;-0.62;-0.6;0.0;0.0;1.42;-0.28;952;4;PDGR3
2017;3.27;0.69;-65.62;-0.03;-0.06;-0.06;0.04;-1746.0;-3.81;0.24;-0.05;0.05;-0.72;-0.78;-0.8;0.0;0.0;1.17;0.49;1432;8;PDGR3
2018;-10.47;-0.11;-49.57;-0.02;-0.22;-0.25;0.04;-359.0;-1.69;0.42;0.21;-0.34;-0.19;-3.8;-4.26;0.0;0.0;0.49;-0.52;993;4;PDGR3
2019;-112.7;-0.07;-610.34;-0.01;-0.13;-0.13;0.03;-453.0;-1.51;0.2;0.18;-0.47;-0.27;-3.52;-3.54;0.0;0.0;0.81;-0.35;417;1;PDGR3
2020;-56.41;-0.07;-667.49;-0.01;-0.12;-0.12;0.02;-274.0;-1.32;0.15;0.08;-0.26;-0.19;-4.37;-4.4;0.0;0.0;1.01;-0.5;149;0;PDGR3
2021;-61.99;-0.11;-695.02;-0.01;-0.17;-0.17;0.03;-330.0;-1.3;0.22;0.09;-0.3;-0.24;-3.66;-3.67;0.0;0.0;0.72;0.76;505;1;PDGR3
2009;0.27;8.31;1.02;2.17;6.1;4.59;0.68;532.0;0.27;1.22;0.26;0.08;0.15;44.8;33.7;0.036000000000000004;0.3;0.12;0.88;4;0;ENGI3
2010;0.18;10.66;1.08;1.77;5.76;4.13;0.58;508.0;0.24;0.98;0.17;0.05;0.12;49.66;35.67;0.0471;0.49;0.07;0.01;3;0;ENGI3
2011;0.19;11.67;1.19;1.9;5.85;4.46;0.58;555.0;0.23;1.02;0.16;0.05;0.13;43.55;33.19;0.04;0.45;0.48;0.18;17;0;ENGI3
2012;0.27;9.12;1.36;1.78;5.32;4.17;0.53;640.0;0.22;0.92;0.2;0.06;0.13;37.5;29.4;0.0412;0.35;-0.04;0.11;3;0;ENGI3
2013;0.16;19.23;1.47;2.15;8.7;6.31;0.71;621.0;0.22;1.37;0.11;0.04;0.1;42.14;30.59;0.047599999999999996;0.88;-0.52;0.26;2;0;ENGI3
2014;0.25;10.11;2.41;1.04;3.23;2.0;0.17;1555.0;0.19;0.38;0.1;0.02;0.06;23.38;14.49;0.055999999999999994;0.7;0.76;0.11;3;0;ENGI3
2015;0.26;11.42;2.48;1.21;4.64;2.56;0.22;1565.0;0.13;0.34;0.11;0.02;0.06;26.58;14.7;0.0633;0.77;1.24;0.36;3;0;ENGI3
2016;0.11;34.25;2.76;1.41;6.05;3.71;0.34;1820.0;0.15;0.57;0.04;0.01;0.07;19.63;12.03;0.020499999999999997;0.62;0.52;0.44;4;0;ENGI3
2017;0.33;29.59;2.77;3.54;13.62;8.26;0.77;2053.0;0.15;1.24;0.12;0.03;0.07;18.53;11.24;0.012199999999999999;0.35;0.52;1.56;6;0;ENGI3
2018;0.65;12.45;3.33;2.43;5.12;3.85;0.4;3818.0;0.24;0.93;0.2;0.03;0.09;9.87;7.42;0.019799999999999998;0.24;0.27;-0.16;9;0;ENGI3
2019;0.29;46.72;3.56;3.82;10.55;7.06;0.63;3500.0;0.18;1.24;0.08;0.01;0.07;13.36;8.94;0.1278;0.85;0.57;0.84;37;0;ENGI3
2020;0.89;19.18;4.14;4.11;11.42;7.85;0.68;3931.0;0.19;1.52;0.21;0.04;0.07;11.48;7.89;0.0070999999999999995;0.19;0.36;0.29;77;0;ENGI3
2021;1.05;16.42;4.61;3.73;9.87;7.11;0.69;4390.0;0.21;1.49;0.23;0.04;0.08;10.03;7.22;0.0034999999999999996;0.39;0.85;0.01;156;0;ENGI3
2009;1.34;7.78;5.11;2.03;5.72;4.3;0.64;532.0;0.27;1.15;0.26;0.08;0.15;44.8;33.7;0.0;0.3;-0.76;-0.23;8;0;ENGI11
2010;0.9;11.17;5.4;1.85;6.03;4.33;0.61;508.0;0.24;1.02;0.17;0.05;0.12;49.66;35.67;0.045;0.49;0.26;-0.01;5;0;ENGI11
2011;0.96;12.1;5.93;1.97;6.06;4.62;0.6;555.0;0.23;1.06;0.16;0.05;0.13;43.55;33.19;0.038599999999999995;0.45;0.54;0.16;2;0;ENGI11
2012;1.33;9.66;6.82;1.89;5.64;4.42;0.56;640.0;0.22;0.97;0.2;0.06;0.13;37.5;29.4;0.0373;0.35;0.18;0.14;2;0;ENGI11
2013;0.82;15.27;7.33;1.71;6.91;5.01;0.56;621.0;0.22;1.09;0.11;0.04;0.1;42.14;30.59;0.064;0.88;-0.1;0.01;3;0;ENGI11
2014;1.24;11.12;12.03;1.14;3.55;2.2;0.18;1555.0;0.19;0.41;0.1;0.02;0.06;23.38;14.49;0.050199999999999995;0.7;0.31;0.15;3;0;ENGI11
2015;1.31;10.66;12.41;1.13;4.33;2.39;0.2;1565.0;0.13;0.31;0.11;0.02;0.06;26.58;14.7;0.0679;0.77;0.59;0.26;3;0;ENGI11
2016;0.57;32.63;13.8;1.35;5.76;3.53;0.32;1820.0;0.15;0.54;0.04;0.01;0.07;19.63;12.03;0.022099999999999998;0.62;0.29;0.33;1048;10;ENGI11
2017;1.66;16.48;13.83;1.97;7.59;4.6;0.43;2053.0;0.15;0.69;0.12;0.03;0.07;18.53;11.24;0.0209;0.35;0.7;0.51;1665;15;ENGI11
2018;3.25;11.4;16.66;2.23;4.69;3.53;0.37;3818.0;0.24;0.85;0.2;0.03;0.09;9.87;7.42;0.021;0.24;0.52;0.41;2611;30;ENGI11
2019;1.46;36.72;17.81;3.01;8.29;5.55;0.49;3500.0;0.18;0.98;0.08;0.01;0.07;13.36;8.94;0.1629;0.85;0.47;0.73;5128;62;ENGI11
2020;4.43;11.81;20.71;2.53;7.03;4.83;0.42;3931.0;0.19;0.93;0.21;0.04;0.07;11.48;7.89;0.0115;0.19;0.81;-0.02;7932;82;ENGI11
2021;5.24;8.91;23.07;2.02;5.36;3.86;0.38;4390.0;0.21;0.81;0.23;0.04;0.08;10.03;7.22;0.006;0.39;0.88;-0.08;8599;81;ENGI11
1998;0.09;4.29;1.4;0.29;8.58;0.0;0.11;0.0;0.0;0.84;0.07;0.03;0.01;39.62;0.0;0.0;0.0;0.0;-0.74;5;0;RSID3
1999;0.11;5.79;1.45;0.43;10.14;0.0;0.17;0.0;0.0;0.54;0.07;0.03;0.02;33.47;0.0;0.047599999999999996;0.0;0.0;0.66;3;0;RSID3
2000;0.13;4.32;1.53;0.37;24.46;0.0;0.17;0.0;0.0;0.37;0.09;0.04;0.01;83.58;0.0;0.0351;0.0;0.3;-0.05;3;0;RSID3
2001;-0.07;-5.58;1.46;0.27;-4.18;0.0;0.13;0.0;0.0;0.37;-0.05;-0.02;-0.03;-21.4;0.0;0.07690000000000001;0.0;0.55;-0.38;5;0;RSID3
2002;0.04;7.21;2.22;0.13;-6.01;0.0;0.06;0.0;0.0;0.22;0.02;0.01;-0.01;-39.12;0.0;0.0;0.0;-0.45;-0.3;3;0;RSID3
2003;-0.01;-42.55;0.73;0.6;-14.18;0.0;0.24;0.0;0.0;0.95;-0.01;-0.01;-0.02;-19.73;0.0;0.0227;0.0;1.29;0.63;6;0;RSID3
2004;0.07;8.48;0.8;0.71;6.48;0.0;0.23;0.0;0.0;0.7;0.08;0.03;0.04;8.82;0.0;0.0;0.0;0.35;0.36;4;0;RSID3
2005;0.07;36.61;0.86;3.1;24.41;0.0;1.29;0.0;0.0;2.54;0.08;0.04;0.05;7.87;0.0;0.0075;0.0;1.1;4.16;41;1;RSID3
2006;0.57;47.6;13.75;1.99;-305.99;-300.5;1.44;-7.0;-0.02;5.21;0.04;0.03;0.0;-45.25;-44.44;0.0022;0.09;1.16;0.3;273;12;RSID3
2007;1.81;25.2;14.99;3.03;27.76;27.5;1.6;129.0;0.18;4.85;0.12;0.06;0.06;5.24;5.19;0.0029;0.07;0.91;0.66;359;20;RSID3
2008;0.68;5.59;6.49;0.58;5.59;5.19;0.25;139.0;0.11;0.59;0.1;0.05;0.05;8.28;7.7;0.0529;0.24;1.1;-0.82;1296;19;RSID3
2009;0.9;17.02;8.62;1.77;16.54;14.93;0.92;271.0;0.17;2.58;0.1;0.05;0.06;5.72;5.16;0.0098;0.12;1.31;3.01;2904;27;RSID3
2010;0.71;20.93;7.45;1.98;18.82;17.21;0.77;229.0;0.1;1.67;0.09;0.04;0.05;8.88;8.12;0.013500000000000002;0.27;1.43;-0.04;4038;34;RSID3
2011;0.3;26.99;7.44;1.07;14.6;12.18;0.3;175.0;0.06;0.75;0.04;0.01;0.02;19.7;16.43;0.0388;1.05;1.57;-0.45;6716;37;RSID3
2012;-0.5;-9.14;5.61;0.81;266.26;43.8;0.23;43.0;0.02;0.69;-0.09;-0.02;0.0;479.25;78.84;0.0681;-0.39;1.85;-0.45;9681;34;RSID3
2013;0.15;14.02;5.88;0.35;4.39;3.99;0.11;214.0;0.1;0.4;0.02;0.01;0.03;14.26;12.97;0.0;0.28;1.63;-0.57;10554;22;RSID3
2014;-7.25;-0.47;22.0;0.15;-0.8;-0.82;0.04;-344.0;-0.21;0.18;-0.33;-0.09;-0.06;-6.49;-6.65;0.0;0.0;5.02;0.77;6752;10;RSID3
2015;-6.55;-0.1;15.15;0.04;-0.16;-0.17;0.01;-317.0;-0.26;0.04;-0.43;-0.1;-0.07;-5.75;-6.02;0.0;0.0;1.11;-0.81;1510;3;RSID3
2016;-30.72;-0.09;42.73;0.06;-0.15;-0.16;0.01;-292.0;-0.54;0.09;-0.72;-0.11;-0.07;-6.96;-7.43;0.0;0.0;1.06;-0.16;461;1;RSID3
2017;-20.46;-0.35;21.51;0.33;-0.28;-0.3;0.03;-418.0;-1.28;0.38;-0.95;-0.09;-0.12;-4.36;-4.54;0.0;0.0;1.49;1.48;699;3;RSID3
2018;-35.33;-0.15;-14.28;-0.37;-0.21;-0.21;0.04;-427.0;-2.89;0.61;2.47;-0.24;-0.19;-3.94;-4.04;0.0;0.0;0.71;-0.27;276;1;RSID3
2019;-18.13;-0.5;-32.76;-0.28;-0.53;-0.54;0.08;-288.0;-4.8;2.61;0.55;-0.15;-0.16;-5.35;-5.5;0.0;0.0;0.79;0.7;248;1;RSID3
2020;-0.47;-14.22;-32.24;-0.21;-0.3;-0.3;0.07;-375.0;-4.94;1.5;0.01;0.0;-0.25;-2.69;-2.72;0.0;0.0;1.03;-0.32;440;1;RSID3
2021;2.39;4.48;-33.93;-0.32;-0.56;-0.58;0.12;-318.0;-3.09;1.78;-0.07;0.03;-0.22;-3.01;-3.13;0.0;0.0;1.18;0.67;561;2;RSID3
2020;0.65;11.76;1.13;6.75;10.35;10.29;1.62;151.0;0.17;1.72;0.57;0.14;0.21;9.52;9.47;0.0;0.0;0.39;-0.19;1621;8;PLPL3
2021;0.79;8.01;1.37;4.6;7.12;7.27;1.1;177.0;0.17;1.27;0.58;0.14;0.22;7.81;7.98;0.0317;0.0;0.55;-0.13;2039;6;PLPL3
